#;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;=====================;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;ｧW = white text;;;;;;;;;;X
##;ｧY = orange text;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not  exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;==========;==========;==========;========;==========;==========;==========;==========;;==========;X
#LANGUAGE;English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
##;;;;;;;;;;;X
EVT_130304_ACTA;ただちに要塞を強化せよ;;;;;;;;;;X
EVT_130304_ACTB;改修は不要だ;;;;;;;;;;X
EVT_130305_NAME;大西洋の壁の強化完了;;;;;;;;;;X
EVT_130305_DESC;ロンメル将軍による「大西洋の壁」の強化が終了した。海岸には無数の地雷が設置され、パラシュート部隊やグライダーの着陸に適した土地には、「ロンメルのアスパラガス」の設置が完了している。また、水を引き込んで沼地を拡大させたり、河口部を氾濫させたりすることで上陸後の敵部隊の機動を困難にしている。この要塞を突破することは連合軍にとって極めて困難を伴うだろう。;;;;;;;;;;X
EVT_130305_ACTA;無敵の要塞線だ！;;;;;;;;;;X
EVT_130310_NAME;オランダ女王の捜索;;;;;;;;;;X
EVT_130310_DESC;ドイツのオランダ侵攻に伴い、オランダ女王の逮捕計画が発令された。史実ではオランダ女王ヴィルヘルミナはイギリスに亡命して亡命政権を樹立し、ラジオを通してレジスタンス運動を指揮した。;;;;;;;;;;X
EVT_130310_ACTA;女王を逮捕せよ！;;;;;;;;;;X
EVT_130311_NAME;オランダ女王逮捕;;;;;;;;;;X
EVT_130311_DESC;我が軍の偵察大隊が、イギリスに亡命しようとしていたオランダ女王をハーグの空港で発見し、逮捕に成功した。身柄を確保された女王はバイエルン州のニンフェンブルク宮殿に幽閉されることとなる。;;;;;;;;;;X
EVT_130311_ACTA;幽閉しろ！;;;;;;;;;;X
EVT_130312_NAME;オランダ女王逃亡;;;;;;;;;;X
EVT_130312_DESC;国家存続の危機にさらされたオランダ王室の動きは素早く、我が軍はオランダ女王の確保に失敗した。オランダ女王はロンドンに亡命してしまった。かくなる上は早急にオランダ王国を掌握するべきだろう。;;;;;;;;;;X
EVT_130312_ACTA;しまった;;;;;;;;;;X
EVT_130313_NAME;オランダ＝レジスタンスの鎮静化;;;;;;;;;;X
EVT_130313_DESC;我が軍がオランダ女王の捕縛に成功したことで、オランダ国内のレジスタンス活動は極めて弱まるだろう！;;;;;;;;;;X
EVT_130313_ACTA;素晴らしい！;;;;;;;;;;X
EVT_130314_NAME;オランダ＝レジスタンス;;;;;;;;;;X
EVT_130314_DESC;ロンドンに亡命政府を打ち立てたオランダ女王の呼びかけにより、ドイツのオランダ地方の占領地の情勢が不安定になっている。;;;;;;;;;;X
EVT_130314_ACTA;OK;;;;;;;;;;X
EVT_130315_NAME;ドイツのオランダ侵攻;;;;;;;;;;X
EVT_130315_DESC;現在、我が国はドイツの苛烈な侵攻を受けており、本土陥落は時間の問題だと思われる。なんとしても女王をロンドンに逃がして亡命政権を樹立しなければならない。;;;;;;;;;;X
EVT_130315_ACTA;亡命の準備を行う;;;;;;;;;;X
EVT_130315_ACTB;我々はここから逃げない！;;;;;;;;;;X
EVT_130316_NAME;オランダ女王が捕縛される;;;;;;;;;;X
EVT_130316_DESC;我々の女王が亡命に失敗し、ハーグでドイツ軍に捕縛された。女王がドイツの虜になっている以上、表立った抵抗運動を行うことはできない！;;;;;;;;;;X
EVT_130316_ACTA;なんてことだ;;;;;;;;;;X
EVT_130317_NAME;オランダ女王の亡命;;;;;;;;;;X
EVT_130317_DESC;我々の女王が昨夜本土を脱出し、ロンドンに亡命政権を打ち立てた。史実ではオランダ王室は、戦後に本土に復帰している。;;;;;;;;;;X
EVT_130317_ACTA;態勢を立て直そう;;;;;;;;;;X
EVT_130320_NAME;ベルギー国王の捜索;;;;;;;;;;X
EVT_130320_DESC;ドイツのベルギー侵攻に伴い、ベルギー国王の逮捕計画が発令された。史実ではベルギー国王レオポルド3世はベルギー本土に残り、ナチスドイツに捕らえられることとなった。ナチスに協力的とみなされたことから国王の人気は地に堕ち、後の退位の遠因となった。;;;;;;;;;;X
EVT_130320_ACTA;国王を逮捕せよ！;;;;;;;;;;X
EVT_130321_NAME;ベルギー国王逮捕;;;;;;;;;;X
EVT_130321_DESC;我が軍の偵察大隊が、イギリスに亡命しようとしていたベルギー国王をブリュッセルで発見し、逮捕に成功した。身柄を確保された国王はザクセン州のヒルシュシュタイン・アン・デア・エルベに幽閉されることとなる。;;;;;;;;;;X
EVT_130321_ACTA;幽閉しろ！;;;;;;;;;;X
EVT_130322_NAME;ベルギー国王逃亡;;;;;;;;;;X
EVT_130322_DESC;国家存続の危機にさらされたベルギー王室の動きは素早く、我が軍はベルギー国王の確保に失敗した。ベルギー国王はロンドンに亡命してしまった。かくなる上は早急にベルギー王国を掌握するべきだろう。;;;;;;;;;;X
EVT_130322_ACTA;しまった;;;;;;;;;;X
EVT_130323_NAME;ベルギー＝レジスタンスの鎮静化;;;;;;;;;;X
EVT_130323_DESC;我が軍がベルギー国王の捕縛に成功したことで、ベルギー国内のレジスタンス活動は極めて弱まるだろう！;;;;;;;;;;X
EVT_130323_ACTA;素晴らしい！;;;;;;;;;;X
EVT_130324_NAME;ベルギー＝レジスタンス;;;;;;;;;;X
EVT_130324_DESC;ロンドンに亡命政府を打ち立てたベルギー国王の呼びかけにより、ドイツのベルギー地方の占領地の情勢が不安定になっている。;;;;;;;;;;X
EVT_130324_ACTA;OK;;;;;;;;;;X
EVT_130325_NAME;ドイツのベルギー侵攻;;;;;;;;;;X
EVT_130325_DESC;現在、我が国はドイツの苛烈な侵攻を受けており、本土陥落は時間の問題だと思われる。なんとしても国王をロンドンに逃がして亡命政権を樹立しなければならない。;;;;;;;;;;X
EVT_130325_ACTA;亡命の準備を行う;;;;;;;;;;X
EVT_130325_ACTB;我々はここから逃げない！;;;;;;;;;;X
EVT_130326_NAME;ベルギー国王が捕縛される;;;;;;;;;;X
EVT_130326_DESC;我々の国王が亡命に失敗し、ブリュッセルでドイツ軍に捕縛された。国王がドイツの虜になっている以上、表立った抵抗運動を行うことはできない。かくなるうえは王弟フランドル伯の元で、なんとか国家の生き残りを図るしかないだろう。;;;;;;;;;;X
EVT_130326_ACTA;なんてことだ;;;;;;;;;;X
EVT_130327_NAME;ベルギー国王の亡命;;;;;;;;;;X
EVT_130327_DESC;我々の国王が昨夜本土を脱出し、ロンドンに亡命政権を打ち立てた。史実ではベルギー国王は脱出せず、ドイツの虜となっている。;;;;;;;;;;X
EVT_130327_ACTA;態勢を立て直そう;;;;;;;;;;X
EVT_130330_NAME;ブリテン島本土の戦い;;;;;;;;;;X
EVT_130330_DESC;フランスとの戦いに勝利したヒトラーは、ついにイギリス本土に狙いを定めた。史実では1940年7月より英仏海峡で航空戦が行われ、ドイツの敗北により英本土上陸の企みは頓挫した。ドイツ海軍の10倍の戦力を保持する英海軍が存在する以上、航空優勢を失ったドイツに本土上陸の可能性は存在しなかったのだ。今、イギリス本土上陸作戦の成功により、ついに陸へのぼったドイツ軍が首都ロンドンを目指しての侵攻を開始した。;;;;;;;;;;X
EVT_130330_ACTA;国民に団結を呼びかけ侵略者を排除するのだ;;;;;;;;;;X
EVT_130331_NAME;ブリテン島本土の戦い;;;;;;;;;;X
EVT_130331_DESC;フランスとの戦いに勝利したヒトラーは、ついにイギリス本土に狙いを定めた。史実では1940年7月より英仏海峡で航空戦が行われ、ドイツの敗北により英本土上陸の企みは頓挫した。ドイツ海軍の10倍の戦力を保持する英海軍が存在する以上、航空優勢を失ったドイツに本土上陸の可能性は存在しなかったのだ。今、イギリス本土上陸作戦の成功により、ついに陸へのぼったドイツ軍が首都ロンドンを目指しての侵攻を開始した。;;;;;;;;;;X
EVT_130331_ACTA;完膚なきまでに殲滅せよ！;;;;;;;;;;X
EVT_130332_NAME;戦時体制の終了;;;;;;;;;;X
EVT_130332_DESC;戦争が終結したため、ブリテン島の戦時体制は解除された。;;;;;;;;;;X
EVT_130332_ACTA;OK;;;;;;;;;;X
EVT_130335_NAME;ロンドンの戦い;;;;;;;;;;X
EVT_130335_DESC;英本土への上陸を許したイギリス軍は、南東部を取り巻くGHQ防衛ラインを策定し、首都ロンドンを守るための行動を開始した。ドイツ軍の侵攻に対して、英陸軍は防衛戦力をテムズ川周辺に集中させ、ロンドンを防衛する準備を行っている。またロンドン市民からなる郷土防衛隊が編成され、義勇軍として防衛に参加した。連合国の統領であるイギリスの首都ロンドンの持つ政治的価値が大きく、ロンドン陥落が中立国にもたらす政治的影響は甚大なものが予想される。そのため、この戦いは英独両軍にとって極めて重要な意味を持つのである。;;;;;;;;;;X
EVT_130335_ACTA;ロンドンを防衛せよ;;;;;;;;;;X
EVT_130336_NAME;ロンドンの戦い;;;;;;;;;;X
EVT_130336_DESC;英本土への上陸を許したイギリス軍は、南東部を取り巻くGHQ防衛ラインを策定し、首都ロンドンを守るための行動を開始した。ドイツ軍の侵攻に対して、英陸軍は防衛戦力をテムズ川周辺に集中させ、ロンドンを防衛する準備を行っている。またロンドン市民からなる郷土防衛隊が編成され、義勇軍として防衛に参加した。連合国の統領であるイギリスの首都ロンドンの持つ政治的価値が大きく、ロンドン陥落が中立国にもたらす政治的影響は甚大なものが予想される。そのため、この戦いは英独両軍にとって極めて重要な意味を持つのである。;;;;;;;;;;X
EVT_130336_ACTA;ロンドンを陥落させるのだ;;;;;;;;;;X
EVT_130337_NAME;ロンドン陥落;;;;;;;;;;X
EVT_130337_DESC;ロンドンに駐留した英陸軍は良く戦い、ロンドン市民も武器を取って侵略者に対して激しく抵抗した。しかし、航空優勢を獲得したドイツ空軍の強烈な爆撃と、損害を省みない陸軍の猛攻にあい、果てしない抵抗の末に英国の首都ロンドンはナチス＝ドイツの手に落ちた。イギリス、ひいては連合国にとって象徴的な意味を持つこの日は、恥辱あるいは栄光の日として歴史の中で語り継がれるだろう。;;;;;;;;;;X
EVT_130337_ACTA;ロンドンが陥落してしまった！;;;;;;;;;;X
EVT_130338_NAME;ロンドン陥落;;;;;;;;;;X
EVT_130338_DESC;ロンドンに駐留した英陸軍は良く戦い、ロンドン市民も武器を取って侵略者に対して激しく抵抗した。しかし、航空優勢を獲得したドイツ空軍の強烈な爆撃と、損害を省みない陸軍の猛攻にあい、果てしない抵抗の末に英国の首都ロンドンはナチス＝ドイツの手に落ちた。イギリス、ひいては連合国にとって象徴的な意味を持つこの日は、恥辱あるいは栄光の日として歴史の中で語り継がれるだろう。;;;;;;;;;;X
EVT_130338_ACTA;ついにロンドンを陥落させたぞ！;;;;;;;;;;X
EVT_130339_NAME;ロンドンへの補給作戦;;;;;;;;;;X
EVT_130339_DESC;海軍の船艇を利用して強引に封鎖されたテムズ川を突破し、完全包囲下にあるロンドンに補給を行う計画が立てられた。現在ロンドンでは残留部隊が決死の抵抗を続けており、市民も銃を取って抵抗している。この手は計画の特性上一度しか使えないが、何としてでも彼らを救い、イギリスを救うための時間を作る必要がある。;;;;;;;;;;X
EVT_130339_ACTA;ロンドンに補給隊を送る;;;;;;;;;;X
EVT_130339_ACTB;その必要はない！;;;;;;;;;;X
EVT_130340_NAME;スコットランド臨時政府;;;;;;;;;;X
EVT_130340_DESC;首都ロンドンの状況が絶望的になったため、政府は首都機能の移転と王室のカナダへの避難を計画した。しかし、国王はあくまで本土に留まりスコットランドで国民団結のシンボルとして徹底抗戦を行うことを強く希望した。その代わりに、王位継承権一位のエリザベス王女をアメリカに留学させてイギリスの未来を託すこととなった。;;;;;;;;;;X
EVT_130340_ACTA;エディンバラへ！;;;;;;;;;;X
EVT_130341_NAME;ハイランド臨時政府;;;;;;;;;;X
EVT_130341_DESC;ロンドン、エディンバラと主要都市を次々とドイツ軍によって陥落させられたイギリス政府は本土における最後の抵抗拠点として、ハイランド地方インヴァネスに臨時政府を置いた。;;;;;;;;;;X
EVT_130341_ACTA;ハイランドで最後の抵抗を行う;;;;;;;;;;X
EVT_130342_NAME;ロンドン帰還;;;;;;;;;;X
EVT_130342_DESC;敵国の軍隊をブリテン島から追い出すことに成功したため、王室と政府はロンドンへ無事戻ることができた。;;;;;;;;;;X
EVT_130342_ACTA;ロンドンへ！;;;;;;;;;;X
EVT_130343_NAME;ブリテン島失陥;;;;;;;;;;X
EVT_130343_DESC;遺憾ながらブリテン島は他国の侵略によって支配されてしまった。英王室と政府はカナダへと逃れ、オタワを臨時首都と定めてブリテン島解放の日まで戦い続けることが決定された。;;;;;;;;;;X
EVT_130343_ACTA;OK;;;;;;;;;;X
EVT_130344_NAME;ブリテン島失陥;;;;;;;;;;X
EVT_130344_DESC;遺憾ながらブリテン島は他国の侵略によって支配されてしまった。英王室と政府はカナダへと逃れ、オタワを臨時首都と定めてブリテン島解放の日まで戦い続けることが決定された。;;;;;;;;;;X
