##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;Err:510;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;TEXT COLORS:;;;;;;;;;;X
##;ｧA = 0,64,0;;;;;;;;;;X
##;ｧB = 0,0,192;;;;;;;;;;X
##;ｧC = 128,0,0;;;;;;;;;;X
##;ｧD = 255,255,0;;;;;;;;;;X
##;ｧE = 255,0,255;;;;;;;;;;X
##;ｧF = 255,128,0;;;;;;;;;;X
##;ｧG = 0,100,0;;;;;;;;;;X
##;ｧH = 128,128, 128;;;;;;;;;;X
##;ｧI = 0,0,255;;;;;;;;;;X
##;ｧJ = 0,192,0;;;;;;;;;;X
##;ｧM = 100,255,100;;;;;;;;;;X
##;ｧN = 255,100,100;;;;;;;;;;X
##;ｧR = 240,0,0;;;;;;;;;;X
##;ｧW = 255,255,255;;;;;;;;;;X
##;ｧY = 208,232,248;;;;;;;;;;X
##;ｧZ = 0,0,0;;;;;;;;;;X
##;ｧｧ - restores old color;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;###############################################################################################################################################################################################################################################################;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
# STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
# ========================;========================;========================;========================;========================;========================;========================;========================;========================;;========================;X
ALLIANCE_ENTENTE;協商国;T. Entente;;;;;;;;;X
DPERSONALITY_ger_mil_m2;『ハインリヒ・アウグスト・マイスナー』（1862年1月3日 - 1940年1月14日）は、技師であり、鉄道建設を専門にしていました。ごく初期にマイスナーはオスマン帝国で生活することを決断していました。彼は、1900年から1909年まで建設が行われたヒジャーズ鉄道の建設責任者でした。1910年以降、バグダード鉄道の建設責任者に就任しました。オスマン帝国軍の目標の1つはスエズ運河の占領でした。しかし、パレスチナとシナイ半島のインフラは非常に劣悪でした。エルサレムからシナイ半島の前線へは、非舗装道路を徒歩で移動しなければなりませんでした。マイスナーはオスマン帝国軍から、この地域に軍用鉄道を敷設することを求められました。;MeiBner was an engineer and a railway constructor. Already early in his life he decided to work in Turkey. He was chief engineer of the Hejaz Railway which was built from 1900 to 1909 and since 1910 he was responsible for the construction of the Baghdad Railway. One of the goals of the Ottoman Army was the occuaption of the Suez Canal, but the infrastructure in Palestine and Sinai were in a bad condition. From Jerusalem to the Sinai front, troops had to travel by foot on non-paved roads. MeiBner was instructed by the Ottoman Army to built a military railway in this region.;;;;;;;;;X
NPERSONALITY_ger_mil_m3;フリードリヒ・フォン・シェレンドルフ;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m3;『フリードリヒ・ブロンザルト・フォン・シェレンドルフ』（1864月6月16日 - 1950年1月23日）は、ドイツ軍人です。1913年に設立され1914年に増員されたドイツ軍事顧問の一人で、オスマン帝国軍参謀長になりました。彼はオスマン帝国戦争大臣兼最高司令官エンヴェル・パシャと一緒に指揮を取りました。彼は、ドイツ軍事顧問団長オットー・リーマン・フォン・ザンデルスと不仲でした。1917年、更迭されハンス・フォン・ゼークトが後任になりました。;Bronsart was part of the German military mission since her establishment in 1913 and in 1914 he became chief of staff of the Ottoman Army. He worked closely with Enver, the Ottoman war minister and generalissimo. He had bad relations with the head of military mission Liman von Sanders, which cause his replacement in 1917 by Hans von Seeckt.;;;;;;;;;X
NPERSONALITY_ger_mil_m4;ハンス・フォン・ゼークト;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m4;『ハンス・フォン・ゼークト』（1866年4月22日 - 1936年12月27日）は、ドイツ軍人です。第一次世界大戦勃発時には第3軍団参謀長でした。戦時中には主に東部戦線に従軍し、第11軍の参謀長としてグルリッツ・タルノウ突破作戦、第二次セルビア侵攻作戦の計画を立案し、名声をうけました。1917年、ドイツ軍事顧問団に加わり、オスマン軍総参謀長として「フリードリヒ・ブロンザルト・フォン・シェレンドルフ」の後任になりました。後にゼークトはヴァイマール共和国の重要な軍人になりました。;At the beginning of the Great War Seeckt was chief of staff of the III. Armee-Korps. Since 1915 he was chief of staff under general Mackensen and in 1917 he joined the German military mission and replaced Bronsart von Schellendorf as chief of staff of Ottoman Army. Seeckt became an important military figure in the Weimar Republic.;;;;;;;;;X
NPERSONALITY_ger_mil_m5;ヴィルヘルム・ゾーヒョン;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m5;『ヴィルヘルム・アントン・ゾーヒョン』（1864年6月2日 - 1946年1月13日）は、ドイツ海軍軍人です。1913年、ドイツ海軍地中海艦隊の指揮官になりました。第一次世界大戦勃発直後の1914年7月、「ゲーベン追跡戦」と呼ばれる英国海軍地中海艦隊の追撃から逃れるため、イスタンブールに避難しました。当時のオスマン帝国海軍は、英国軍事顧問団の指揮下にありましたが、英国政府がオスマン帝国の戦艦「スルタン・オスマン1世」を接収した事件で民衆の反英感情が高まっていたこともあり、英国政府の抗議にも関わらず、オスマン帝国政府はドイツ地中海艦隊を自軍に編入すべく行動を起こしました。1か月後、オスマン帝国は英国軍事顧問団の国外退去を通告し、ゾーヒョン提督がオスマン帝国艦隊の最高司令官になりました。;Souchon was made commander of German naval forces in the Mediterranean (Mittelmeerdivision) in 1913. At the outbreak of the war he bombarded some ports on Algerian coast and fled from British Navy to Constantinople where he handed over his squadron to the Ottoman Navy. The Ottoman Empire expelled Admiral Limpus   who held the command of Ottoman fleet hitherto   and his British Naval Mission. Souchon was made supreme commander of the Ottoman Navy.;;;;;;;;;X
NPERSONALITY_ger_mil_m6;フーベルト・フォン・レベウア=パシヴィッツ;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m6;『フーベルト・フォン・レベウア=パシヴィッツ』（1863年8月14日 - 1933年2月16日）は、ドイツ海軍軍人です。黒海で活躍したゾーヒョン提督が大洋艦隊第2戦隊司令として本国に帰還後の後任として、1917年オスマン帝国艦隊の最高司令官になりました。;In 1917 Wilhelm Souchon became commander of the High Seas Fleet (Hochseeflotte) when Rebeur-Paschwitz took over his command as chief of Ottoman Navy. Before he was commander of the II. Squadron (II. Geschwader).;;;;;;;;;X
NPERSONALITY_ger_mil_m7;エーリヒ・ゼルノ;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m7;『エーリヒ・ゼルノ』（1886年 - 1963年）少佐は、ドイツ軍飛行パイロットでした。1912年、ゼルノはパイロットのライセンスを取得しました。1914年10月、在オスマン帝国ドイツ軍事顧問団の一員となり、オスマン帝国航空隊を設立するように要請され、1915年ゼルノはオスマン帝国航空隊の指揮官になり、パイロットの訓練と航空隊の組織運営を行いました。航空隊は4機の水上機で構成され、17の戦場で陸軍の作戦を支援しました。;Serno was one of the first pilots of military aircrafts. He received his pilot's licence in 1912 and so he ranked to the so-called Old Eagles (Alte Adler). In October 1914 he joined the German military mission as squadron leader and he convinced the Ottoman military leadership to establish an air force. Serno was made Chief of Frontline Aviation (Feldflugchef) in 1915 and was then responsible for training and organization. It was his idea to give the pilots a distinct uniform (a winged crescent and star on their hats).;;;;;;;;;X
NPERSONALITY_ger_mil_m8;コンラート・ゴルツ;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m8;『コンラート・ゴルツ』（1881年10月8日 - 1947年1月10日）は、ドイツ軍人です。1917年にドイツ軍事顧問団に加わりました。彼はオスマン帝国海軍航空隊の指揮官になりました。;Goltz joined the German Military mission in 1917. He was made General Inspector of the Ottoman Naval Air Force.;;;;;;;;;X
NPERSONALITY_ger_mil_m9;ザイフェルト;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m9;『ザイフェルト』は、諜報活動を行うオスマン帝国戦争省第2部の指揮官でした。1915年、ザイフェルト中佐は作戦部の指揮官になり、準軍事的な部隊を組織しました。;The 2nd department of the Ottoman war ministry was responsible for Intelligence. In 1915 Lt. Colonel Sievert was made its chief of operations and organized paramilitary units.;;;;;;;;;X
NPERSONALITY_ger_mil_m10;エチエンヌ・フォン・トーヴネ;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m10;『エチエンヌ・ペリネ・フォン・トーヴネ』（1870年1月30日 - 1927年8月31日）は、ドイツ軍人です。義和団の乱を鎮圧するため中国へ派遣されました。1907年-1911年軍事顧問としてアルゼンチンへ派遣されました。1913年、在オスマン帝国ドイツ軍事顧問団の一員となり、オスマン陸軍を指導し、第一次大戦開戦直前に帰国しました。1915年、情報通信担当の指揮官として、再度ドイツ軍事顧問団の一員となりました。;Thauvenay was a globetrotter. He took part on the expedition to surpress the Boxer Rebellion and from 1907 to 1911 he was an advisor in the Argentinian Army. In 1913 he joined the German military mission to the Ottoman Empire and when war started back in Germany he was made company commander. He rejoined the military mission in 1915 as chief of intelligence and communication.;;;;;;;;;X
NPERSONALITY_ger_mil_m11;グイド・フォン・ウーゼドム;German Military Mission;;;;;;;;;X
DPERSONALITY_ger_mil_m11;『エルンスト・ユリウス・グイド・フォン・ウーゼドム』（1854年10月2日 - 1925年2月24日）は、ドイツ海軍軍人です。1910年に海軍中将の地位を最後に退役しました。1914年8月、オスマン帝国が英国海軍リンパス提督によって率いられた英国軍事顧問団を追放した後、ドイツ帝国が軍事顧問団を派遣しました。1914年8月16日、エンヴェル・パシャは、ダーダネルス海峡と海岸防衛線強化の全面改修をドイツに要求しました。この任務に当てるため、8月25日に退役海軍中将グイード・フォン・ウーゼドムを「Generalinspekteur der Kustenverteidigung an den Dardanellen（ダーダネルス海峡沿岸防衛査察総監）」として現役復帰させました。彼の指揮の下、26人の士官と520人の専門チームがイスタンブールへ送られました。このチームは「der Turkei（オスマン帝国海軍特殊部隊）」と呼ばれ、ダーダネルス海峡の防衛線強化に尽力しました。;Usedom retired as vice-admiral in 1910. When in August 1914 the Ottoman Empire requested a compensation for the recently dismissed British naval mission headed by admiral Limpus, the German Empire immediately sent a mission   the so called Imperial Navy's Special Command Unit in Turkey (Sonderkommando der Kaiserlichen Marine in der Turkei) - to Istanbul headed by the reactivated Guido von Usedom. This mission was responsible for the defence network of the Dardanelles.;;;;;;;;;X
NPERSONALITY_brit_nav_mis;アーサー・ヘンリー・リンパス;British Naval Mission;;;;;;;;;X
DPERSONALITY_brit_nav_mis;『アーサー・ヘンリー・リンパス』（1863年6月7日 - 1931年11月3日）は、イギリス海軍提督です。1909年-1911年ポーツマスの本国艦隊の提督になり、1912年から在オスマン帝国英国海軍軍事顧問団の責任者となり、オスマン帝国艦隊の海軍最高司令官も兼ねていました。1914年8月15日、ヴィルヘルム・ゾーヒョン提督率いるドイツ海軍地中海艦隊が英国海軍の追撃を逃れるため、イスタンブールに避難しました。英国政府がオスマン帝国の戦艦「スルタン・オスマン1世」を接収した事件で民衆の反英感情が高まっていたこともあり、英国政府の抗議にも関わらず、オスマン帝国政府はドイツ地中海艦隊を自軍に編入すべく行動を起こしました。同時期にオスマン帝国政府は英国軍事顧問団の国外退去を通告し、1か月後、リンパス提督はオスマン帝国を去りました。;Since 1912 admiral Limpus was the head of the British naval mission to the Ottoman Empire. He was an advisor for the Ottoman navy ministry and was the supreme commander of the Ottoman fleet. He was dismissed as supreme commander during the negotiations between the German admiral Souchon   who arrived in Istanbul with his fleet   and the Ottoman leadership. The Ottoman Empire canceled the British naval mission on 15th August 1914 and Limpus left Turkey one month later.;;;;;;;;;X
NPERSONALITY_HIMMLER;親衛隊全国指導者;SS Reichsfuhrer;;;;;;;;;X
DPERSONALITY_HIMMLER;『ハインリヒ・ルイトポルト・ヒムラー』（1900年10月7日 - 1945年5月23日）はドイツの政治家で、国家社会主義ドイツ労働者党（ナチ党）の親衛隊（SS）の第4代親衛隊全国指導者です。ナチ党の政権掌握後、全ドイツ警察長官やヒトラー内閣内務大臣などを歴任し、ドイツの警察権力を掌握しました。後に、ゲシュタポ（秘密国家警察）や強制収容所（KZ）も彼の指揮下に置かれました。;Heinrich Himmler was Reichsfuhrer of the SS, a military commander and a leading member of the Nazi Party. As Chief of the German Police and later the Minister of the Interior, Himmler oversaw all internal and external police and security forces, including the Gestapo (Secret State Police).;;;;;;;;;X
